ProductID,Category,Brand,Available_sizes,Height_S,Weight_S,Chest/Bust_S,Body_Shape_S,Height_M,Weight_M,Chest/Bust_M,Body_Shape_M,Height_L,Weight_L,Chest/Bust_L,Body_Shape_L,Height_XL,Weight_XL,Chest/Bust_XL,Body_Shape_XL
664,Jackets,Mango,"['XL', 'M', 'L']",152.5,54.7,89.0,4,168.3,56.2,97.7,0,177.4,67.8,107.6,3,180.7,82.7,117.1,2
665,Suits,Forever 21,"['XL', 'L', 'M']",150.4,51.6,81.0,3,164.1,56.0,90.2,3,176.6,67.2,102.4,2,183.6,82.7,116.0,2
666,Jackets,Nike,"['M', 'L', 'S', 'XL']",151.0,49.1,89.8,4,166.9,62.5,94.3,3,175.5,74.3,107.1,2,184.1,80.0,119.7,4
667,Jackets,Nike,"['S', 'XL', 'M', 'L']",157.3,47.8,88.6,1,162.0,57.2,93.6,0,178.8,70.7,105.8,2,189.0,83.0,115.8,1
668,Jackets,Mango,"['XL', 'M', 'S', 'L']",152.0,52.3,86.9,3,169.7,55.3,93.4,2,174.5,66.0,109.9,0,183.2,77.6,114.7,2
669,Ethnic Wear,Ralph Lauren,"['S', 'L']",153.7,47.4,89.4,2,163.5,64.8,93.4,4,170.6,66.9,110.0,4,183.8,76.2,115.4,3
670,Ethnic Wear,Ralph Lauren,"['S', 'M']",155.0,46.7,87.2,1,168.5,64.8,90.3,0,178.4,75.0,108.7,0,187.8,79.3,118.1,1
671,Dresses,Adidas,"['XL', 'L', 'M', 'S']",157.3,50.3,81.9,0,169.5,58.8,91.5,2,176.7,67.0,107.6,1,187.6,84.4,116.1,2
672,T-Shirts,Aurelia,"['L', 'S']",151.1,47.9,84.4,0,168.6,55.3,91.4,0,178.5,71.1,103.9,1,188.0,80.0,116.5,1
673,Jackets,Zara,"['L', 'XL', 'M']",154.1,51.3,80.7,4,160.7,62.3,99.9,1,171.4,69.2,107.5,2,189.5,81.4,119.7,0
674,Tops,Global Desi,"['S', 'M', 'L', 'XL']",154.9,46.2,83.9,4,166.5,63.3,90.2,3,170.3,73.9,109.6,4,188.0,81.2,116.2,1
675,T-Shirts,Aurelia,"['M', 'S', 'XL']",155.4,51.5,87.4,2,161.2,56.3,91.7,1,179.3,72.6,100.2,2,184.1,76.3,113.8,4
676,Dresses,FabIndia,"['M', 'XL']",158.2,47.8,83.9,2,160.1,56.4,99.7,1,171.5,71.0,105.4,2,188.2,78.9,116.9,2
677,Kurtas,Forever 21,"['L', 'XL', 'M', 'S']",151.7,45.0,83.3,0,160.5,63.2,96.3,4,178.1,65.1,102.2,0,185.1,82.1,116.6,1
678,T-Shirts,H&M,"['S', 'L', 'XL']",158.1,46.3,86.0,3,169.2,64.2,94.5,2,178.2,73.8,105.6,2,182.8,84.7,110.1,3
679,T-Shirts,Mango,"['L', 'S']",156.9,54.3,88.7,0,169.1,62.9,90.8,3,177.1,69.4,104.7,2,183.0,76.7,114.7,0
680,Sweaters,Zara,"['S', 'M']",155.6,53.7,80.5,0,162.3,57.0,96.7,1,171.3,74.3,105.8,4,182.2,79.1,117.4,0
681,Shirts,H&M,"['M', 'S']",157.0,47.3,83.9,2,165.5,59.1,91.4,3,176.7,70.0,105.5,4,181.4,76.0,115.0,1
682,Sweaters,Forever 21,"['S', 'XL', 'L', 'M']",154.1,52.8,81.6,4,169.6,61.0,96.7,2,178.9,71.9,109.6,4,181.8,77.4,117.8,4
683,Suits,Aurelia,"['M', 'L', 'XL', 'S']",151.4,51.1,87.0,2,165.0,56.6,99.8,0,174.3,65.7,105.5,2,180.6,78.8,114.5,0
684,Ethnic Wear,Zara,"['XL', 'M']",156.7,54.7,81.1,2,163.9,57.1,95.3,1,174.1,72.5,108.5,4,188.9,80.4,119.8,1
685,Ethnic Wear,Tommy Hilfiger,"['S', 'L', 'XL', 'M']",155.2,48.7,86.6,2,164.8,57.8,92.1,2,174.4,68.4,103.2,4,189.3,77.3,112.9,1
686,Shirts,Adidas,"['S', 'XL', 'L', 'M']",156.4,51.8,82.9,0,167.9,60.1,96.3,3,170.8,68.5,104.4,3,185.9,77.3,110.9,0
687,Hoodies,H&M,"['M', 'S', 'XL']",153.4,45.6,82.0,3,164.8,60.1,95.1,2,178.9,66.2,104.7,3,188.4,82.8,114.3,1
688,Hoodies,Hugo Boss,"['S', 'M', 'L', 'XL']",159.1,49.0,89.4,0,167.8,63.1,95.3,0,178.7,66.5,102.8,1,181.8,84.6,115.4,1
689,Dresses,Zara,"['XL', 'L', 'M', 'S']",155.9,54.6,80.2,1,164.3,62.5,94.8,2,180.0,66.9,103.8,0,189.0,78.2,113.5,3
690,Shirts,Hugo Boss,"['S', 'L']",150.9,50.4,84.4,2,162.5,64.1,96.7,3,175.9,68.3,106.0,0,185.1,81.9,112.4,1
691,T-Shirts,FabIndia,"['S', 'L', 'XL']",154.5,47.9,80.2,2,163.3,63.3,95.7,1,177.5,73.9,105.8,4,180.7,77.6,116.7,1
692,Hoodies,H&M,"['L', 'M']",157.6,46.2,84.8,1,160.8,57.5,99.9,1,172.0,68.7,106.4,1,181.4,84.3,113.8,4
693,Jackets,Tommy Hilfiger,"['M', 'L', 'S']",157.9,52.0,85.0,2,165.0,58.3,98.3,4,176.7,72.2,103.5,1,183.1,81.7,116.3,0
694,Tops,Nike,"['L', 'S']",154.9,51.4,83.2,2,161.5,60.0,92.6,3,176.5,65.8,103.2,3,180.4,83.0,117.8,4
695,T-Shirts,North Face,"['L', 'XL']",158.9,48.7,81.3,2,168.1,55.1,97.3,4,179.0,70.9,106.1,1,183.1,75.5,117.6,2
696,Suits,Hugo Boss,"['L', 'S']",152.7,54.5,83.8,1,164.2,64.0,92.1,4,178.3,69.8,101.3,2,180.6,81.0,113.8,4
697,Jackets,Gap,"['XL', 'L', 'M', 'S']",154.1,45.2,86.7,0,167.7,55.4,97.8,0,179.4,74.8,102.5,4,182.4,80.3,115.7,2
698,Jackets,Hugo Boss,"['XL', 'L', 'M']",159.0,48.0,87.8,2,169.5,58.2,91.5,3,178.7,73.5,100.4,2,182.7,77.9,114.5,2
699,Shirts,Uniqlo,"['L', 'S']",159.0,54.2,85.3,3,168.5,60.7,94.7,1,178.7,69.5,100.7,0,189.9,77.6,118.7,4
700,Dresses,Aurelia,"['L', 'M', 'S']",156.9,48.2,85.9,1,169.5,60.2,97.9,3,170.6,72.8,102.4,3,182.4,80.8,118.8,3
701,Suits,H&M,"['L', 'S', 'M', 'XL']",158.6,47.5,82.0,4,165.7,61.5,92.8,0,178.5,66.9,100.2,2,182.4,82.1,113.4,4
702,Hoodies,Global Desi,"['L', 'S', 'M', 'XL']",150.9,50.3,82.9,1,161.7,60.3,98.4,3,176.1,70.6,102.5,4,186.9,75.3,110.9,0
703,Shirts,Adidas,"['XL', 'M', 'S']",158.6,53.2,81.6,0,169.4,57.3,96.4,3,173.8,65.7,106.5,2,188.6,80.7,111.7,4
704,Hoodies,FabIndia,"['XL', 'M', 'L']",153.2,46.0,82.5,1,168.7,57.0,94.0,4,170.6,68.5,100.6,2,183.9,76.7,113.7,3
705,Shirts,Biba,"['M', 'L']",151.8,54.4,82.2,4,168.6,64.1,94.2,3,176.8,67.3,104.4,1,188.8,76.4,115.6,4
706,Shirts,Hugo Boss,"['S', 'L']",152.4,53.0,85.2,3,166.9,57.6,99.3,4,173.3,72.2,109.1,3,183.4,81.2,116.6,3
707,Shirts,Gap,"['S', 'L']",154.2,46.8,85.6,4,166.2,57.8,92.2,4,174.7,69.9,107.9,0,182.0,78.1,113.3,0
708,Dresses,Ralph Lauren,"['S', 'L', 'M']",152.5,52.1,89.4,1,160.1,59.1,96.9,2,176.8,72.5,103.1,4,183.3,79.4,116.7,1
709,Shirts,ASOS,"['L', 'M', 'S']",153.2,48.8,82.0,4,167.5,56.4,97.1,0,179.1,70.2,109.2,4,186.1,78.6,119.4,3
710,Kurtas,Uniqlo,"['S', 'XL', 'L']",151.3,49.0,86.4,1,160.9,60.1,99.2,4,178.3,65.9,103.3,0,183.7,81.5,116.5,3
711,Tops,FabIndia,"['L', 'M']",153.0,52.8,88.2,3,162.6,61.7,97.1,3,174.5,72.4,100.7,4,186.7,79.7,111.6,3
712,Hoodies,Zara,"['XL', 'L']",155.7,54.6,85.6,3,165.5,62.9,95.8,4,173.9,73.3,109.9,1,182.4,84.6,115.8,0
713,T-Shirts,Zara,"['M', 'XL', 'S', 'L']",154.4,46.3,82.6,0,164.5,62.1,99.0,4,172.4,74.0,108.7,2,187.0,78.5,115.4,2
714,Sweaters,Hugo Boss,"['L', 'M', 'XL', 'S']",153.5,49.2,82.6,3,160.2,56.5,98.3,4,173.7,70.7,104.7,1,183.5,82.4,118.7,3
715,Suits,North Face,"['XL', 'S', 'L', 'M']",157.5,49.8,80.4,2,168.2,59.6,97.2,1,171.1,72.5,106.7,1,184.6,77.6,113.5,0
716,Ethnic Wear,Adidas,"['XL', 'L', 'S']",158.9,48.8,83.1,4,168.8,55.4,90.3,1,179.7,72.5,106.7,1,185.6,80.1,114.2,1
717,Dresses,ASOS,"['XL', 'L', 'S', 'M']",157.6,48.6,87.4,4,166.8,55.2,93.7,1,175.7,66.6,101.9,0,186.9,80.5,116.0,3
718,T-Shirts,Nike,"['S', 'M', 'L']",153.3,45.5,80.5,1,165.4,59.4,96.3,1,171.3,66.6,102.0,3,182.4,78.3,115.2,2
719,Jackets,Adidas,"['L', 'XL']",157.4,51.9,82.2,3,169.6,57.5,95.2,2,173.5,65.7,104.7,0,188.4,79.7,117.2,0
720,Kurtas,Zara,"['M', 'L', 'XL']",151.5,49.4,87.1,0,161.2,61.8,93.2,4,175.5,68.2,109.1,0,187.2,77.8,110.4,1
721,Ethnic Wear,Mango,"['S', 'M', 'L', 'XL']",151.3,46.9,87.8,0,167.4,62.2,91.4,2,175.3,69.7,100.1,1,182.3,75.1,115.6,2
722,Sweaters,FabIndia,"['M', 'XL', 'S', 'L']",153.5,53.2,84.6,0,161.3,64.0,95.5,3,170.4,75.0,107.8,3,189.7,77.2,111.2,1
723,T-Shirts,Hugo Boss,"['XL', 'M', 'S', 'L']",158.1,53.0,87.0,2,163.8,62.6,92.9,0,179.5,69.3,100.6,0,186.6,82.0,113.2,2
724,Ethnic Wear,Mango,"['S', 'L', 'XL', 'M']",152.5,49.9,83.9,3,165.9,55.5,92.3,2,172.8,72.3,104.8,3,184.5,82.7,116.6,4
725,T-Shirts,Biba,"['M', 'L', 'S', 'XL']",150.6,48.0,81.6,0,167.4,58.7,94.0,1,170.2,71.9,106.4,1,181.6,77.8,111.6,4
726,Kurtas,ASOS,"['M', 'L', 'XL', 'S']",151.3,51.4,84.0,2,160.0,57.7,97.9,1,170.8,67.0,106.9,0,185.3,79.1,113.1,4
727,Sweaters,Mango,"['M', 'XL', 'S']",158.6,47.9,85.8,4,162.6,58.9,94.9,3,175.8,65.6,100.6,3,181.6,75.4,117.0,1
728,Jackets,Zara,"['XL', 'L', 'S']",156.3,47.4,89.5,1,165.4,56.6,92.2,4,171.4,70.5,104.2,4,184.3,77.4,116.5,4
729,Shirts,Mango,"['M', 'XL', 'L', 'S']",152.5,52.3,80.7,3,165.3,56.0,91.2,0,170.4,72.0,105.8,0,184.1,82.8,110.9,0
730,Hoodies,Zara,"['M', 'S', 'L', 'XL']",155.6,45.4,85.1,3,166.4,60.2,95.0,2,173.8,75.0,100.7,0,187.2,81.1,115.8,0
731,Jackets,Adidas,"['XL', 'S', 'L', 'M']",155.3,45.9,83.3,4,163.0,62.2,97.9,4,176.2,68.6,101.4,0,181.9,77.1,111.5,4
732,Shirts,H&M,"['S', 'XL', 'L']",156.6,45.1,85.1,3,165.4,62.0,96.5,4,171.1,74.0,106.6,3,188.2,77.6,112.5,2
733,Dresses,Brooks Brothers,"['M', 'XL', 'S']",152.3,46.5,80.2,3,161.9,59.5,92.3,2,173.1,68.8,105.2,2,183.3,83.2,114.6,2
734,Tops,Champion,"['M', 'XL', 'L']",158.6,45.7,83.1,3,161.9,60.2,94.4,2,174.2,71.9,101.6,0,184.4,77.1,111.1,1
735,Suits,Tommy Hilfiger,"['L', 'XL']",153.1,55.0,88.2,3,165.8,60.2,98.6,2,171.6,71.0,105.4,4,187.7,78.3,119.9,2
736,Suits,H&M,"['L', 'M', 'S']",156.9,47.9,85.5,2,166.9,61.9,91.8,2,175.1,65.5,109.1,4,186.3,81.6,111.7,3
737,Hoodies,Nike,"['XL', 'M', 'L', 'S']",150.2,46.5,84.5,2,161.2,55.5,95.3,1,170.9,65.8,100.2,1,183.1,80.6,117.8,2
738,Sweaters,H&M,"['XL', 'M', 'L', 'S']",153.7,47.4,82.9,1,161.2,62.1,93.6,4,170.5,65.2,106.4,2,183.9,79.6,118.3,0
739,Kurtas,Aurelia,"['M', 'L']",153.5,54.4,83.0,3,165.7,60.8,91.2,4,175.2,68.7,100.7,2,183.1,84.0,119.9,2
740,Sweaters,Mango,"['S', 'XL', 'L', 'M']",155.4,50.2,83.8,4,162.7,57.0,90.5,1,172.5,72.5,100.1,3,185.9,77.2,114.3,1
741,Kurtas,North Face,"['M', 'XL', 'L', 'S']",150.7,48.6,88.4,0,163.9,55.5,95.6,4,171.0,66.7,101.5,1,183.3,82.4,118.7,2
742,Sweaters,Mango,"['L', 'M']",157.9,53.7,89.7,1,164.0,56.1,90.2,2,174.2,71.1,104.2,3,187.3,76.6,119.6,1
743,Tops,H&M,"['L', 'M', 'XL', 'S']",152.2,48.9,84.4,0,161.8,60.2,91.0,0,179.2,67.9,108.0,1,185.8,81.2,111.7,3
744,Dresses,Nike,"['S', 'XL', 'M', 'L']",156.8,48.4,83.9,0,160.0,62.6,93.5,4,177.2,73.0,102.8,2,181.5,83.7,114.8,4
745,Dresses,Brooks Brothers,"['XL', 'S', 'L', 'M']",158.0,47.1,88.5,3,168.5,58.3,90.4,0,178.2,73.0,106.3,3,183.1,79.6,110.6,3
746,Shirts,FabIndia,"['L', 'M']",155.6,48.8,84.3,4,167.2,58.8,94.0,0,178.7,72.8,104.1,1,182.2,82.2,116.2,0
747,Ethnic Wear,Brooks Brothers,"['M', 'S', 'L', 'XL']",157.4,48.2,85.5,0,166.9,64.3,91.3,1,179.7,70.2,102.3,2,183.9,83.2,115.8,3
748,Dresses,Adidas,"['S', 'M', 'XL', 'L']",156.6,51.8,82.3,0,165.5,57.1,93.5,3,177.6,67.8,105.1,2,185.2,76.4,112.0,3
749,Dresses,Tommy Hilfiger,"['L', 'S', 'XL', 'M']",153.6,47.9,87.4,1,167.0,56.0,97.9,4,176.1,73.1,108.0,0,185.1,82.1,118.0,0
750,Jackets,Armani,"['L', 'S', 'XL', 'M']",158.1,50.8,85.3,4,169.4,58.4,96.3,1,173.7,66.9,108.3,3,187.5,84.2,110.4,0
751,Jackets,Hugo Boss,"['S', 'L', 'M', 'XL']",152.9,45.7,88.1,4,166.7,62.5,94.5,1,171.8,67.9,108.5,0,181.9,80.8,118.1,4
752,Shirts,Zara,"['XL', 'L', 'M']",155.7,46.9,87.8,0,162.7,61.3,90.9,0,176.9,66.8,103.4,2,189.5,76.9,110.3,4
753,Ethnic Wear,Global Desi,"['S', 'M']",157.5,49.1,82.2,4,165.7,59.2,96.2,4,179.9,71.7,107.9,3,183.4,76.3,116.6,2
754,Hoodies,Biba,"['M', 'S', 'XL']",153.8,54.4,87.2,1,164.4,64.6,91.6,1,174.7,71.9,102.1,3,183.0,77.6,110.8,1
755,Jackets,Zara,"['L', 'M', 'XL', 'S']",153.0,48.8,88.0,1,165.6,62.3,90.8,2,177.2,71.5,107.4,4,186.9,76.0,112.5,0
756,Hoodies,Champion,"['S', 'L', 'XL']",154.6,51.6,83.5,1,165.2,55.6,96.6,1,175.0,69.2,109.5,1,188.1,80.1,117.2,3
757,T-Shirts,Forever 21,"['M', 'XL', 'S', 'L']",158.2,47.6,81.7,3,168.6,62.4,99.1,2,174.3,66.0,100.1,4,183.8,75.7,112.8,3
758,Jackets,Mango,"['M', 'L', 'XL']",159.3,46.3,80.0,0,166.5,55.2,94.6,3,174.1,74.1,104.4,4,187.5,77.2,115.1,4
759,Tops,Tommy Hilfiger,"['XL', 'L']",155.5,45.6,84.5,4,161.9,61.5,90.4,2,175.0,70.1,106.5,2,188.8,79.4,119.2,1
760,Ethnic Wear,Tommy Hilfiger,"['S', 'L']",156.6,48.1,83.5,1,160.6,57.1,98.8,2,173.7,69.1,107.0,1,187.7,79.7,110.5,0
761,Shirts,Forever 21,"['M', 'L', 'S', 'XL']",159.0,46.6,85.5,0,164.2,62.0,90.7,0,177.5,70.9,101.8,4,180.3,80.7,118.1,4
762,T-Shirts,H&M,"['S', 'XL', 'L']",151.0,46.7,81.9,0,160.2,58.1,98.7,1,178.7,66.9,109.7,4,188.3,82.1,110.7,1
763,Ethnic Wear,Mango,"['M', 'XL', 'L']",152.3,52.6,88.6,3,163.2,63.7,93.9,3,178.8,66.3,106.2,3,187.7,75.5,111.3,0
764,Tops,FabIndia,"['XL', 'S', 'L', 'M']",157.1,45.2,82.6,4,163.7,58.4,93.7,1,172.3,69.1,101.6,2,186.7,75.8,111.2,3
765,Ethnic Wear,H&M,"['L', 'XL']",158.2,50.6,82.3,4,163.8,61.2,95.4,2,179.0,67.3,100.2,4,187.6,75.6,119.9,3
766,Tops,Mango,"['XL', 'M']",158.6,48.8,84.8,1,169.8,57.9,99.6,2,173.4,67.4,107.8,1,189.8,79.2,111.8,4
767,Tops,Adidas,"['S', 'XL', 'L']",154.2,50.1,85.0,1,163.0,64.2,99.0,1,173.1,73.9,100.8,0,184.3,75.4,119.0,1
768,Hoodies,Zara,"['S', 'XL']",150.9,50.6,82.2,0,162.7,62.8,94.7,3,177.3,70.3,101.4,0,180.7,82.5,119.9,3
769,Sweaters,Mango,"['XL', 'M']",154.4,48.1,82.7,4,161.3,57.4,97.0,3,173.0,69.8,105.7,2,184.6,77.2,113.8,1
770,T-Shirts,Uniqlo,"['S', 'XL']",152.3,48.0,81.7,4,165.1,64.5,95.8,0,170.5,71.9,106.0,0,180.5,84.4,116.3,4
771,Ethnic Wear,ASOS,"['XL', 'M', 'S', 'L']",152.9,52.3,87.2,1,161.5,58.6,96.9,2,173.7,74.5,106.9,3,182.9,79.9,117.8,2
772,Kurtas,Adidas,"['S', 'L', 'M']",157.7,53.7,87.7,2,166.2,61.5,98.3,2,177.2,66.1,103.9,3,185.9,79.5,113.9,1
773,T-Shirts,Zara,"['L', 'XL', 'M', 'S']",150.8,46.9,84.6,0,161.6,62.4,90.3,0,173.3,73.3,107.7,1,183.1,82.8,111.6,1
774,Sweaters,Levi's,"['L', 'XL', 'M']",158.3,46.0,87.1,4,165.8,55.2,93.3,1,176.3,70.8,109.7,2,186.9,82.1,114.3,4
775,T-Shirts,Global Desi,"['L', 'S']",154.3,54.0,87.4,3,168.3,64.6,99.6,2,176.6,66.5,102.7,2,188.2,81.1,117.7,2
776,Dresses,Ralph Lauren,"['L', 'M', 'S', 'XL']",156.0,48.5,81.4,3,160.4,58.4,99.5,1,177.3,68.0,107.0,0,184.2,84.4,117.8,3
777,Kurtas,H&M,"['M', 'XL', 'S']",150.9,50.5,89.7,2,164.2,56.9,90.1,3,179.0,69.8,109.3,4,189.0,79.2,112.3,0
778,Sweaters,Uniqlo,"['S', 'L']",153.4,48.6,88.2,1,164.6,63.5,92.0,4,174.3,71.9,106.9,4,180.8,83.1,111.7,4
779,Hoodies,FabIndia,"['S', 'M']",150.9,46.3,82.0,1,167.9,62.0,99.9,0,171.7,67.4,106.8,4,188.4,78.8,119.2,0
780,Ethnic Wear,Hugo Boss,"['M', 'L', 'S']",159.6,50.9,81.9,1,164.7,55.9,94.9,2,173.2,70.3,102.2,1,188.3,83.4,110.4,2
781,Suits,Global Desi,"['XL', 'L', 'S']",158.1,50.3,81.3,3,165.7,56.2,95.7,0,174.3,71.8,105.4,2,183.2,77.6,117.3,2
782,Sweaters,Aurelia,"['L', 'M', 'S', 'XL']",154.6,47.0,81.4,1,167.9,62.2,91.7,3,177.1,69.5,105.6,0,183.0,77.9,110.5,1
783,Shirts,H&M,"['S', 'L', 'M', 'XL']",152.2,49.5,87.5,3,165.6,55.7,98.9,3,170.1,73.6,107.0,1,183.1,81.8,118.4,0
784,Ethnic Wear,Adidas,"['S', 'M', 'XL', 'L']",159.3,53.0,84.7,2,163.6,64.2,92.3,3,173.2,73.7,110.0,3,188.1,77.1,119.1,0
785,Sweaters,North Face,"['XL', 'L', 'M']",153.4,50.9,87.8,0,160.9,62.4,91.9,3,177.8,69.7,100.3,3,188.3,77.3,113.0,2
786,Dresses,H&M,"['M', 'S']",151.6,46.0,87.5,4,167.3,58.4,92.3,4,176.7,74.7,100.7,3,183.3,78.1,110.7,0
787,Suits,Zara,"['S', 'M', 'XL', 'L']",155.6,50.5,86.0,2,168.7,58.6,99.2,1,177.3,65.8,100.8,2,185.9,81.8,114.8,3
788,Dresses,Nike,"['XL', 'M']",159.4,52.0,86.9,3,169.7,60.1,97.0,1,178.1,65.0,107.4,3,181.4,83.9,113.0,2
789,Suits,H&M,"['XL', 'S', 'L']",150.0,52.9,80.2,2,169.3,58.6,97.7,4,177.8,68.8,101.4,4,184.7,81.7,114.2,1
790,Shirts,H&M,"['L', 'S', 'XL']",152.4,51.3,83.1,4,168.0,62.8,93.8,1,176.8,71.0,106.2,3,190.0,83.3,116.6,1
791,Ethnic Wear,ASOS,"['S', 'L', 'M']",159.4,46.5,86.4,0,166.4,64.7,99.1,3,174.4,71.3,103.2,1,181.6,80.4,112.1,1
792,Hoodies,Biba,"['XL', 'L', 'S']",151.7,52.1,80.1,4,167.8,60.8,97.9,1,179.8,69.8,104.6,3,189.5,75.7,113.6,0
793,Dresses,FabIndia,"['M', 'L', 'XL', 'S']",151.1,51.8,80.3,3,164.3,59.5,97.5,0,175.7,66.2,102.2,4,188.2,76.0,117.8,2
794,Dresses,Zara,"['S', 'XL', 'L']",155.7,45.2,88.5,4,165.9,57.2,99.7,1,172.0,66.7,108.7,3,189.7,80.5,116.4,1
795,Tops,Adidas,"['S', 'L']",158.6,49.1,86.8,2,163.5,61.5,93.7,0,172.9,73.5,105.9,0,181.8,78.3,113.3,2
796,Suits,Uniqlo,"['XL', 'M', 'S']",154.8,48.3,82.7,1,163.3,61.9,96.1,2,176.9,73.7,109.4,4,182.1,77.2,116.6,0
797,Jackets,ASOS,"['L', 'XL', 'S', 'M']",159.9,51.7,86.9,2,167.6,61.9,99.1,0,179.2,71.7,105.7,2,180.2,79.7,117.7,3
798,Ethnic Wear,Uniqlo,"['L', 'XL']",156.8,47.2,87.9,3,164.5,55.3,97.9,0,171.8,71.6,101.2,3,187.2,81.7,115.9,3
799,Suits,H&M,"['S', 'L']",150.7,50.9,83.1,0,162.1,64.0,95.6,3,170.8,71.0,101.7,1,186.4,78.8,112.4,3
800,Tops,Uniqlo,"['XL', 'M', 'S', 'L']",159.9,54.1,80.4,4,162.0,58.4,90.8,3,178.8,67.0,109.9,3,181.8,83.0,110.0,0
801,T-Shirts,Zara,"['M', 'S']",154.1,53.0,89.3,0,168.6,62.4,96.5,3,179.2,69.3,107.3,1,187.9,82.4,118.0,1
802,Suits,Forever 21,"['XL', 'S']",152.9,54.2,83.5,3,166.8,62.6,95.3,0,172.8,72.0,100.5,0,183.0,82.3,118.2,0
803,Hoodies,Armani,"['XL', 'S', 'L', 'M']",155.6,54.8,81.1,4,165.5,61.5,91.8,4,173.8,70.4,107.0,2,181.3,84.9,117.0,2
804,Ethnic Wear,Hugo Boss,"['XL', 'S', 'L']",153.0,45.1,84.9,2,164.0,58.9,98.8,3,176.6,65.2,104.1,4,184.2,78.0,110.8,3
805,Tops,H&M,"['L', 'S', 'XL', 'M']",150.9,51.2,87.7,2,164.3,61.1,93.4,3,173.3,74.5,103.1,4,180.9,81.4,115.9,2
806,T-Shirts,Hugo Boss,"['M', 'XL', 'L']",150.0,49.1,82.2,3,160.6,55.4,93.9,0,178.8,73.4,101.5,2,182.6,83.6,118.2,0
807,Kurtas,FabIndia,"['S', 'M', 'XL']",154.5,53.6,82.7,4,164.5,62.6,96.7,2,171.1,67.6,108.4,0,183.7,80.8,113.9,4
808,Tops,H&M,"['L', 'XL']",158.4,47.5,82.4,2,168.0,56.0,94.9,2,170.4,71.2,100.6,0,188.5,82.9,112.0,4
809,Kurtas,Forever 21,"['S', 'XL', 'L']",155.7,54.8,89.9,3,163.9,59.0,90.9,1,172.1,74.2,102.9,3,187.9,79.1,115.9,0
810,Ethnic Wear,Aurelia,"['M', 'XL', 'L']",160.0,51.1,82.0,3,163.8,56.0,93.9,2,172.9,66.0,103.1,0,184.4,80.9,118.3,1
811,Dresses,Uniqlo,"['S', 'M']",152.9,52.9,85.8,0,160.2,63.4,90.9,3,171.1,70.0,101.6,3,187.2,75.6,110.5,2
812,Tops,Hugo Boss,"['S', 'XL', 'L', 'M']",152.8,45.9,89.3,2,164.6,60.5,91.9,4,170.7,69.6,105.1,1,185.7,84.9,116.0,0
813,Shirts,North Face,"['M', 'XL', 'S', 'L']",151.6,46.8,81.5,4,160.3,61.9,90.1,1,177.6,69.1,100.1,2,183.4,83.0,116.4,0
814,Kurtas,Hugo Boss,"['XL', 'L', 'M']",151.6,52.6,89.7,2,165.7,61.8,91.8,4,171.6,73.4,103.0,1,187.3,83.7,116.0,4
815,Hoodies,Mango,"['XL', 'M']",152.9,45.2,89.5,2,165.1,63.4,93.3,4,179.1,68.8,109.3,1,186.8,81.9,116.5,3
816,Shirts,Forever 21,"['S', 'M']",157.9,53.2,88.8,2,168.4,56.3,95.4,3,173.7,65.6,103.1,1,186.2,76.9,116.3,3
817,Sweaters,H&M,"['XL', 'S', 'M', 'L']",159.1,45.1,82.1,3,165.8,61.6,99.2,0,176.7,65.7,103.6,1,186.2,75.3,111.3,1
818,Sweaters,H&M,"['M', 'XL', 'L', 'S']",159.8,51.6,86.3,1,163.2,60.8,95.4,0,172.3,65.4,104.7,4,186.8,83.6,112.3,1
819,T-Shirts,Biba,"['S', 'XL', 'M', 'L']",152.3,48.7,87.6,1,165.2,55.3,97.1,0,172.4,69.1,105.6,0,183.8,79.0,116.2,1
820,Dresses,Zara,"['S', 'M']",158.8,51.1,89.9,0,167.0,57.0,93.6,2,175.7,72.2,108.1,2,188.7,77.6,110.2,4
821,Ethnic Wear,Zara,"['XL', 'L', 'S', 'M']",153.3,52.0,81.8,2,160.9,57.7,97.5,0,175.6,67.0,101.9,2,181.6,80.6,116.3,0
822,Tops,Uniqlo,"['S', 'M', 'XL', 'L']",151.1,48.4,87.7,1,166.2,55.7,96.2,3,177.7,71.5,108.7,1,188.8,79.2,116.7,1
823,Jackets,Zara,"['M', 'S', 'L', 'XL']",158.7,46.1,83.4,0,169.2,58.5,94.6,2,177.6,71.9,107.6,2,183.4,81.5,112.4,4
824,Hoodies,Mango,"['XL', 'M', 'L', 'S']",156.4,45.7,81.8,3,163.0,55.3,91.9,0,176.7,67.6,107.2,3,181.3,79.8,116.0,2
825,Kurtas,Zara,"['XL', 'M']",151.6,50.9,84.2,2,166.3,60.5,93.0,4,174.5,71.0,100.9,2,186.0,82.0,115.3,0
826,Ethnic Wear,North Face,"['M', 'L', 'XL']",154.3,50.2,87.9,4,168.2,57.1,96.2,3,178.9,71.8,100.2,1,183.8,83.5,112.6,2
827,Shirts,Uniqlo,"['S', 'M', 'XL', 'L']",152.9,52.4,84.6,3,165.1,57.9,94.3,3,176.2,69.7,105.9,2,188.2,77.0,114.6,3
828,Sweaters,Adidas,"['XL', 'L', 'M']",157.4,50.1,85.4,0,167.2,64.1,98.9,1,179.9,68.4,108.6,0,184.3,78.3,119.1,3
829,Hoodies,Zara,"['L', 'M']",154.5,49.2,90.0,3,163.1,60.0,92.3,3,178.2,71.2,105.8,1,186.7,79.4,114.3,0
